id;cue;sector;nombre;nro_escuela
174;2200973;Estatal;E.E.P. Nº 893 -HNAS. DE LA CARIDAD DE QUEBEC-;893
175;2200977;Estatal;E.E.P. Nº 116 - GASPAR LUCILO BENAVENTO;116
176;2201003;Estatal;E.E.P. Nº 343 - COMBATE DE LA VUELTA DE OBLIGADO;343
177;2201005;Estatal;E.E.P. Nº 706 - ESTANISLAO LOPEZ;706
178;2201006;Estatal;E.E.P. Nº 842 - RITA AGOTE DE SUSTAITA;842
179;2201007;Estatal;E.E.P. Nº 942 - CLORINDO OMAR BLANCO;942
180;2201009;Estatal;E.E.P. Nº 784 - BRIG.GRAL.CORNELIO SAAVEDRA;784
181;2201030;Privado;U.E.G.P Nº 31 (UEP Nº 31) SAN ROQUE;31
182;2201273;Estatal;E.E.P. Nº 336 - ENRIQUE BANCHS;336
183;2201280;Estatal;E.E.P. Nº 607 - DEL CENT. DE LA CREACION DEL CHACO;607
184;2201281;Estatal;E.E.P. Nº 373 - AMERICA;373
185;2201286;Estatal;E.E.P. Nº 404 - ZITTO SEGOVIA;404
186;2201293;Estatal;E.E.P. Nº 831 - FUERZA AEREA ARGENTINA;831
187;2201294;Estatal;E.E.P. Nº 13 - MINISTRO BENJAMIN VICTORICA;13
188;2201298;Privado;U.E.G.P Nº 21 (UEP Nº 21) MARIA AUXILIADORA;21
189;2201300;Estatal;E.E.P. Nº 833 - GERONIMO MATORRAS;833
190;2201303;Estatal;E.E.P. Nº 880 - JUSTO P. FARIAS;880
191;2201304;Estatal;E.E.P. Nº 695 - FRAY CAYETANO JOSE RODRIGUEZ;695
192;2201327;Estatal;E.E.P. Nº 383 - MTRA.ENRIQUETA M.DE SOLIMANO;383
193;2201329;Estatal;E.E.P. Nº 54 - EJERCITO ARGENTINO;54
194;2201331;Estatal;E.E.P. Nº 274 - GRAL.JOSE DE SAN MARTIN;274
195;2201332;Estatal;E.E.P. Nº 518 - COMANDANTE ANDRESITO;518
196;2201333;Privado;U.E.G.P Nº 26 (UEP Nº 26) SAN JOSE OBRERO;26
197;2201396;Estatal;E.E.P. Nº 1007 - NORMAL SARMIENTO;1007
198;2201398;Estatal;E.E.P. Nº 1 - BENJAMIN ZORRILLA;1
199;2201403;Privado;U.E.G.P Nº 48 (UEP Nº 48) LUIS FEDERICO LELOIR;48
200;2201445;Estatal;E.E.P. Nº 423 - YEBRAIL MATTA;423
201;2201469;Privado;U.E.G.P Nº 9 (UEP Nº 9) LO SE TODO;9
202;2201487;Privado;U.E.G.P Nº 73 (UEP Nº 73) IGLESIA DE JESUCRISTO;73
203;2201513;Privado;U.E.G.P Nº 78 (UEP Nº 78) FE Y ALEGRIA ARGENTINA;78
204;2201789;Estatal;E.E.P. Nº 1047;1047
205;2201817;Estatal;E.E.P. Nº 1030 - GOBERNADOR ROY ABELARDO NIKISCH;1030
206;2202016;Estatal;E.E.P. Nº 1056;1056
207;2202020;Estatal;E.E.P. Nº 1058;1058
208;2202114;Estatal;E.E.P. Nº 1067;1067
209;2202149;Gestión social/cooperativa;E.P.G.C.B.I.I. Nº 1 (EX UEP Nº 30);1
210;2202233;Gestión social/cooperativa;E.P.G.S. Nº 1;1
211;2202352;Gestión social/cooperativa;E.P.G.S. Nº 2 (PRIMARIA);2
212;2202490;Privado;U.E.G.P Nº 74 (UEP Nº 74) INSTITUTO MODERNO DE EDUCACION INTEGRAL;74
213;2202515;Privado;U.E.G.P Nº 197 - INSTITUTO PRIVADO CHACO;197
214;2202559;Privado;U.E.G.P Nº 104 (UEP Nº 104) PRIMARIA;104
215;2202631;Privado;U.E.G.P Nº 155 - ORIGENES;155
216;2202641;Privado;U.E.G.P Nº 107 (UEP Nº 107) INSTITUTO SUPERIOR EDUCACION Y TRABAJO;107
217;2202667;Privado;U.E.G.P Nº 165 (UEP Nº 165) PAULO FREIRE - FUNDACIÓN COMPROMISO CIUDADANO DEL NEA;165
218;2202692;Privado;U.E.G.P Nº 144 (UEP Nº 144) CENTRO EDUC.CULT.Y DEP. PADRE SAVERIANO;
219;2200060;Estatal;E.E.S. Nº 11 - PROF. LINO TORRES (CEP 11);11
220;2200086;Estatal;E.E.S. Nº 75 - JULIO CORTAZAR (ENS Nº 75);75
221;2200613;Privado;U.E.G.P Nº 4 (UEP Nº 4) RAYOS DE LUZ;4
222;2200667;Estatal;E.E.S. Nº 32 - DOMINGO MATHEU (CEP 32);32
223;2200826;Privado;U.E.G.P Nº 48 (UEP Nº 48) LUIS FEDERICO LELOIR;48
224;2200887;Privado;U.E.G.P Nº 1 (UEP Nº 1) INSTITUTO EDUCATIVO PRIVADO;1
225;2200889;Estatal;E.E.S. Nº 54 - PABLO RICCHIERI (CEP Nº 54);54
226;2200896;Estatal;E.E.S. Nº 45 - HEROES DEL ATLANTICO SUR (ENS 45);45
227;2200897;Estatal;E.E.T. Nº 24 - SIMON DE IRIONDO;24
228;2200905;Estatal;E.E.S. Nº 73 - AUGUSTO G.SCHULZ (ENS Nº 73);73
229;2200907;Estatal;E.E.S. Nº 66 - PROF. ROBERTO A. MULLER (CEP Nº 66) (ECN N° 7);66
230;2200930;Estatal;E.E.S. Nº 31 - JOSE GERVASIO ARTIGAS (ENS 31);31
231;2200934;Privado;U.E.G.P Nº 31 (UEP Nº 31) SAN ROQUE;31
232;2200935;Estatal;E.E.S. Nº 33 - JUAN F. QUIROGA (CEP 33);33
233;2200937;Estatal;ESCUELA DE COMERCIO NOCTURNA Nº 5;5
234;2200938;Estatal;E.E.S. Nº 29 - ESTHER MACHICOTE DE DIAZ (CEP 29);29
235;2200943;Estatal;E.E.S. Nº 76 - COLEGIO NACIONAL JOSE MARIA PAZ (EX ENS Nº 76);76
236;2200946;Estatal;E.E.S. Nº 40 - EXPLORADOR RAMON LISTA (ENS 40);40
237;2200950;Privado;U.E.G.P Nº 42 -E.E.S-(UEP Nº 42) INSTITUTO ADVENTISTA DE RESISTENCIA;42
238;2200965;Estatal;E.E.S. Nº 25 - CACICA MERCEDES DOMINGA (CEP 25);25
239;2201001;Estatal;E.E.S. Nº 28 (CEP 28);28
240;2201008;Estatal;E.E.S. Nº 83 - DR.ERNESTO GUEVARA DE LA SERNA (ENS Nº 83);83
241;2201013;Privado;U.E.G.P Nº 18 (UEP Nº 18) NUESTRA SEÑORA DE ITATI;18
242;2201269;Estatal;E.E.T. Nº 21 - GRAL. MANUEL BELGRANO;21
243;2201275;Estatal;ESCUELA DE COMERCIO NOCTURNA Nº 4 - FRAY MAMERTO ESQUIU;4
244;2201276;Privado;U.E.G.P Nº 19 (UEP Nº 19) DON BOSCO;19
245;2201295;Estatal;E.E.S. Nº 60 - GRAL. ANGEL VICENTE PEÑALOZA (ENS Nº 60);60
246;2201297;Privado;U.E.G.P Nº 21 (UEP Nº 21) MARIA AUXILIADORA;21
247;2201302;Estatal;E.E.S. Nº 175 - DR.CARLOS A.BARBERAN (CEP 61);175
248;2201308;Estatal;E.E.T. Nº 16 - 1° DE MAYO (EX-CEP Y TTP Nº 44);16
249;2201309;Estatal;E.E.S. Nº 37 - RVDO.PADRE GUILLERMO FURLONG (ENS 37);37
250;2201423;Estatal;E.E.S. Nº 67 - GRAL. DON MANUEL OBLIGADO (CEP Nº 67);67
251;2201425;Estatal;E.E.S. Nº 84 - PEDRO H. UREÑA (CEP Nº 84);84
252;2201455;Estatal;E.E.S. Nº 87 - ESCUELA NORMAL SARMIENTO (ENS Nº 87);87
253;2201482;Estatal;ESCUELA DE COMERCIO NOCTURNA Nº 9 - PROFESOR RAMON VILLA;9
254;2201486;Estatal;E.E.S. Nº 88 - LIB. GRAL. SIMON BOLIVAR (ENS Nº 88);88
255;2201491;Estatal;E.E.T.A. Nº 32 - ESCUELA DE EDUCACION TECNICA AERONAUTICA;32
256;2201603;Estatal;E.E.S. Nº 2 - PROF. IVAN SAGARDUY (CEP 2);2
257;2201604;Estatal;E.E.S. Nº 3 - ABI MARIA FLORENCIA ORTEGA (CEP 3);3
258;2201605;Estatal;E.E.S. Nº 4 (CEP Nº 4);4
259;2201608;Privado;U.E.G.P Nº 101 (UEP Nº 101) INSTITUTO EDUCATIVO PENIEL;101
260;2201617;Privado;U.E.G.P Nº 109 (UEP Nº 109) COLEGIO INTEGRAL DR.CARLOS LOPEZ PIACENTINI;109
261;2201734;Privado;U.E.G.P Nº 107 (UEP Nº 107) INSTITUTO SUPERIOR EDUCACION Y TRABAJO;107
262;2201736;Privado;U.E.G.P Nº 12 (UEP Nº 12) INSTITUTO PRIVADO CRISTIANO;12
263;2201782;Privado;U.E.G.P Nº 73 (UEP Nº 73) IGLESIA DE JESUCRISTO;73
264;2201785;Estatal;E.E.S. Nº 68 (CEP Nº 68);68
265;2201823;Estatal;E.E.S. Nº 93 (CEP Nº 93);93
266;2201859;Privado;U.E.G.P Nº 27 (UEP Nº 27) EMILIO LAMARCA;27
267;2201877;Estatal;E.E.S. Nº 95 (CEP Nº 95);95
268;2201933;Privado;U.E.G.P Nº 26 (UEP Nº 26) SAN JOSE OBRERO;26
269;2201936;Privado;U.E.G.P Nº 78 (UEP Nº 78) FE Y ALEGRIA ARGENTINA;78
270;2201982;Estatal;E.E.S. Nº 109 - DR. HUGO MITOIRE (CEP 109);109
271;2202034;Estatal;E.E.S. Nº 118 (CEP 118);118
272;2202128;Estatal;E.E.S. Nº 150 - CARLOS ALBERTO ZAMUDIO;150
273;2202129;Estatal;E.E.S. Nº 151;151
274;2202141;Estatal;E.E.S. Nº 163 GOBERNADOR FLORENCIO TENEV;163
275;2202142;Estatal;E.E.S. Nº 164;164
276;2202150;Gestión social/cooperativa;E.P.G.C.B.I.I. Nº 1 (EX UEP N° 30);1
277;2202281;Estatal;P.E. TODOS A LA SECUNDARIA;
278;2202323;Gestión social/cooperativa;E.P.G.S. Nº 1 (SECUNDARIA);1
279;2202353;Gestión social/cooperativa;E.P.G.S. Nº 2 (SECUNDARIA);2
280;2202396;Privado;U.E.G.P Nº 197 (UEP Nº 197) INSTITUTO PRIVADO AMERICA;197
281;2202491;Privado;U.E.G.P Nº 74 (UEP Nº 74) INSTITUTO MODERNO DE EDUCACION INTEGRAL;74
282;2202510;Privado;U.E.G.P Nº 41 (UEP Nº 41) INSTITUTO EDUCATIVO BILINGUE AMICI;41
283;2202519;Privado;U.E.G.P Nº 166 - COLEGIO DE NIVEL SECUNDARIO PAUL BROCA;166
284;2202561;Privado;U.E.G.P Nº 206 - SECUNDARIA;206
285;2202620;Privado;U.E.G.P Nº 172 (UEP Nº 172) GOBERNADOR DEOLINDO FELIPE BITTEL;172
286;2202665;Privado;U.E.G.P Nº 218 - FUNDACION SARMIENTO;218
287;2200023;Estatal;INSTITUTO DE EDUCACION SUPERIOR - SAN FERNANDO REY;
288;2200144;Estatal;I.S.P.E.A. DANZAS - MARIA A. PELLEGRINI;
289;2200151;Privado;U.E.G.P Nº 15 (UEP Nº 15) INSTITUTO PRIVADO CHACO;15
290;2200899;Estatal;ESCUELA SUPERIOR DE SALUD PUBLICA;
291;2200914;Estatal;I.S.P.E.A. BELLAS ARTES - ALFREDO S.PERTILE;
292;2201274;Estatal;INSTITUTO DE EDUCACION SUPERIOR DE EDUCACION FISICA;
293;2201277;Privado;U.E.G.P Nº 58 (UEP Nº 58) INSTITUTO SUPERIOR ALMAFUERTE;58
294;2201401;Estatal;CENTRO EDUCATIVO DE NIVEL TERCIARIO Nº 51 (CENT 51);51
295;2201424;Estatal;I.S.P.E.A. MUSICA - PROF.L.P.DE ELIZONDO;64
296;2201458;Estatal;INSTITUTO DE EDUCACION SUPERIOR - DOMINGO F. SARMIENTO;
297;2201523;Privado;U.E.G.P Nº 65 (UEP Nº 65) INSTITUTO DE CAPACITACIÓN DOMINGO SAVIO Y TERESITA BRAMBILLA;65
298;2201524;Estatal;E.F.P. Nº 7;7
299;2201532;Estatal;E.F.P. Nº 4 - REVERENDO VICTORIANO RODRIGO;4
300;2201533;Estatal;E.E.A. Nº 13 - JARDINERIA;13
301;2201568;Estatal;INSTITUTO DE NIVEL TERCIARIO DE EDUC. TECN. Y FORM. PROF;
302;2201621;Estatal;BIBLIOTECA ESPECIALIZADA Nº 26 CARLOS HUMBERTO SCHENONE;26
303;2201629;Estatal;BIBLIOTECA ESCOLAR POPULAR Nº 12 BENJAMIN ZORRILLA;12
304;2201630;Estatal;BIBLIOTECA ESCOLAR Nº 13 CARLOS JUAN GIANNESCHI;13
305;2201632;Estatal;BIBLIOTECA ESPECIAL Nº 65 DR. LUIS GOVI;65
306;2201634;Estatal;BIBLIOTECA ESCOLAR POPULAR Nº 16 ALFONSINA STORNI;16
307;2201636;Gestión social/cooperativa;BIBLIOTECA ESCOLAR Nº 84 CACIQUE MORENO;84
308;2201637;Estatal;BIBLIOTECA ESCOLAR POPULAR Nº 10 CELMIRA GONCEVAT DE CABRAL;10
309;2201639;Estatal;BIBLIOTECA PUBLICA POPULAR Nº 36 JOSEFA LEMA DE URDAPILLETA;36
310;2201640;Estatal;BIBLIOTECA ESCOLAR Nº 35 JOSE HERNANDEZ;35
311;2201641;Estatal;BIBLIOTECA PUBLICA POPULAR Nº 34 NICOLAS ROJAS ACOSTA;34
312;2201647;Estatal;BIBLIOTECA PUBLICA POPULAR Nº 33 GENERAL MANUEL BELGRANO;33
313;2201649;Estatal;BIBLIOTECA ESCOLAR POPULAR Nº 2 REMEDIOS DE ESCALADA DE SAN MARTIN;2
314;2201650;Estatal;BIBLIOTECA ESCOLAR Nº 11 NELIDA BONNETT DE ROBLES;11
315;2201651;Estatal;BIBLIOTECA ESCOLAR Nº 70 LA SAGRADA FAMILIA;70
316;2201653;Estatal;BIBLIOTECA ESCOLAR Nº 63 NICOLAS AVELLANEDA;63
317;2201656;Estatal;BIBLIOTECA ESCOLAR POPULAR Nº 6 DR. JOSE A. TORRES;6
318;2201658;Estatal;BIBLIOTECA ESCOLAR Nº 3 -JUSTO C. MORALES;3
319;2201660;Estatal;BIBLIOTECA PUBLICA POPULAR Nº 1 PROF. LEOPOLDO HERRERA;1
320;2201661;Estatal;BIBLIOTECA ESCOLAR Nº 9 HERMINIA C. BRUMANA;9
321;2201666;Estatal;BIBLIOTECA TÉCNICA POPULAR Nº 62 MANUEL BELGRANO;62
322;2201667;Estatal;BIBLIOTECA ESCOLAR Nº 59 ENRIQUE LYNCH ARRIBALZAGA;59
323;2201668;Estatal;BIBLIOTECA ESCOLAR Nº 54 - EEP Nº 33 GUIDO MIRANDA;54
324;2201671;Estatal;BIBLIOTECA ESCOLAR Nº 31 FRANCISCO LUIS BERNARDEZ;31
325;2201684;Estatal;BIBLIOTECA ESCOLAR POPULAR Nº 56 GOB. MANUEL OBLIGADO;56
326;2201685;Estatal;BIBLIOTECA ESCOLAR POPULAR Nº 60 PADRE ALONSO DE BARZANA;60
327;2201686;Estatal;BIBLIOTECA ESCOLAR POPULAR Nº 75 BARTOLOME MITRE;75
328;2201689;Estatal;BIBLIOTECA ESCOLAR Nº 14 LIDIA GUASTI DE RODRIGUEZ;14
329;2201702;Estatal;CENTRO DE EDUCACION FISICA Nº 01-TTE.GRAL. PEDRO ARAMBURU;1
330;2201708;Estatal;BIBLIOTECA ESCOLAR Nº 201 PROF.IVETTE M.SIZUN DE SANCHEZ;201
331;2201750;Estatal;BIBLIOTECA ESCOLAR Nº 209 PRISCILIANO PEREZ;209
332;2201751;Estatal;BIBLIOTECA ESCOLAR POPULAR Nº 15 SARMIENTO;15
333;2201755;Estatal;"BIBLIOTECA ESCOLAR Nº 128 ""ANDRES SANDOVAL""";128
334;2201756;Estatal;BIBLIOTECA ESCOLAR POPULAR Nº 126 EL PRINCIPITO;126
335;2201757;Estatal;BIBLIOTECA ESCOLAR Nº 125 CARLOS LOPEZ PIACENTINI;125
336;2201758;Estatal;BIBLIOTECA ESCOLAR Nº 205 JUAN PEDEMONTE;205
337;2201759;Estatal;BIBLIOTECA ESCOLAR POPULAR Nº 222 ALFREDO VEIRAVE;222
338;2201760;Estatal;BIBLIOTECA PUBLICA Nº 229 MARIA ELENA MANSILLA DE LIZONDO;229
339;2201761;Estatal;BIBLIOTECA PUBLICA POPULAR Nº 234 EVITA;234
340;2201762;Estatal;BIBLIOTECA ESCOLAR POPULAR Nº 236 DOMINGO SAVIO;236
341;2201763;Estatal;BIBLIOTECA PUBLICA POPULAR Nº 240 JUAN DOMINGO PERON;240
342;2201764;Estatal;BIBLIOTECA ESCOLAR Nº 237 ELBA D.DE CASTORINA ;237
343;2201765;Estatal;BIBLIOTECA ESCOLAR Nº 242 SEFERINO AMELIO GERALDI;242
344;2201766;Estatal;BIBLIOTECA ESCOLAR Nº 243 ANITA K. DE CRAVZOV;243
345;2201767;Estatal;BIBLIOTECA PUBLICA Nº 246 ROSA CERVANTES DE EIDEN;246
346;2201768;Estatal;"BIBLIOTECA ESCOLAR Nº 299 ""GRACIELA BEATRIZ CABAL""";299
347;2201769;Estatal;BIBLIOTECA ESCOLAR Nº 248 ALEDO LUIS MELONI;248
348;2201774;Estatal;SUPERVISION REGIONAL UNO DE BIBLIOTECAS;68
349;2201775;Estatal;INSTITUTO DE EDUCACION SUPERIOR DE FORM. POLICIAL Y SEG. PUBLICA;
350;2201784;Privado;U.E.G.P Nº 114 (SNU) - UNIVERSIDAD POPULAR DE RESISTENCIA;114
351;2201807;Privado;U.E.G.P Nº 71 (UEP Nº 71) INSTITUTO SUPERIOR DARDO ROCHA;71
352;2201810;Privado;U.E.G.P Nº 106 (UEP Nº 106) INSTITUTO SUPERIOR DE NIVEL TERCIARIO;106
353;2201812;Privado;U.E.G.P Nº 122 (UEP Nº 122) INST.SUP.ESP.PROF. 13 DE JULIO;122
354;2201858;Privado;U.E.G.P Nº 132 (UEP Nº 132) INSTITUTO SUPERIOR DE DISEÑO;132
355;2201869;Estatal;"BIBLIOTECA ESCOLAR Nº 335 ""PADRE JOSE KENTENICH""";335
356;2201872;Privado;U.E.G.P Nº 87 (UEP Nº 87) CENTRO INTEGRAL DE ESTUDIOS R.A;87
357;2201875;Privado;U.E.G.P Nº 1 (UEP Nº 1) INSTITUTO EDUCATIVO PRIVADO;1
358;2201894;Privado;U.E.G.P Nº 134 (UEP Nº 134) INSTITUTO JUAN MANUEL DE ROSAS;134
359;2201914;Privado;U.E.G.P Nº 133 (UEP Nº 133) INSTITUTO DE NIVEL SUPERIOR;133
360;2201915;Privado;U.E.G.P Nº 135 (UEP Nº 135) INSTITUTO DE NIVEL SUPERIOR NORDESTE;135
361;2201924;Estatal;BIBLIOTECA ESCOLAR Nº 365 EES Nº 73 MOISES PENCHANSKY;365
362;2201925;Estatal;BIBLIOTECA ESCOLAR Nº 359 SELVA MABEL DIAZ;359
